HostMachineName,Key,StartTime,EndTime
MachineA014,ca47e50c-a46c-43c9-8088-39725c01f65c,07/05/2022 07:45,07/05/2022 07:45
MachineA014,845b7bb6-04c9-4361-afad-0520779c73a1,07/05/2022 08:15,07/05/2022 08:15
MachineA014,0a903309-5890-4b9b-8e41-f9ad592183e2,07/05/2022 08:00,07/05/2022 08:00
MachineA014,652a8330-fcd6-448d-b123-18aae33f751c,07/05/2022 09:00,07/05/2022 09:00
MachineA014,5251063f-66bd-42e6-a5d3-1167a3f4202b,07/05/2022 09:15,07/05/2022 09:15
MachineA014,6b78b02f-41d5-4b27-bb1f-647da79a1356,07/05/2022 09:30,07/05/2022 09:30
MachineA014,11f6829d-e550-41b5-aa3f-e5512b7d9f3c,07/05/2022 10:00,07/05/2022 10:00
MachineA014,8e2ec3d5-6335-4752-b4b6-4a7f334ca0f5,07/05/2022 10:15,07/05/2022 10:15
MachineA014,e4fdc362-b7a7-4dfc-9cf1-6b7870a92c62,07/05/2022 09:45,07/05/2022 09:45
MachineA014,5ee4718d-d774-4f3e-9ca3-b03a8c4e760a,07/05/2022 07:00,07/05/2022 07:00
MachineA014,ca41f2f0-2504-4da4-b16e-4b12617b98b0,07/05/2022 07:30,07/05/2022 07:30
MachineA014,7a9afb17-6d98-4e19-b8db-d0735000f29d,07/05/2022 07:15,07/05/2022 07:15
MachineA014,1d35bef1-a59e-47b3-ab44-fe960ce039b4,07/05/2022 06:45,07/05/2022 06:45
MachineA014,fb0f8628-c367-4bce-92e3-9437dd1c0399,07/05/2022 06:30,07/05/2022 06:30
MachineA014,fd8bc66d-f864-4d00-a5f9-d4e074a841da,07/05/2022 06:00,07/05/2022 06:00
MachineA014,828c4c4f-6466-4d70-868f-2484ef779ff2,07/05/2022 06:15,07/05/2022 06:15
MachineA014,882fb53d-6db5-485f-8a5f-0b083da51467,07/05/2022 05:45,07/05/2022 05:45
MachineA014,be4f47b8-712c-4859-bf98-cb06be566574,07/05/2022 05:30,07/05/2022 05:30
MachineA014,52410bce-5073-4d39-af3d-cbc8f7a3a82a,07/05/2022 05:00,07/05/2022 05:00
MachineA014,6646540a-d002-4612-a653-50fd6a073fe7,07/05/2022 05:15,07/05/2022 05:15
MachineA003,80f34315-c096-4d13-b2c7-e3dd8274f318,07/05/2022 11:30,07/05/2022 11:46
MachineA014,84617983-22b0-4874-965b-e4edad427272,07/05/2022 11:02,07/05/2022 11:03
MachineA014,e7e0b5c9-82ec-4c1f-a33c-b4a0d7756b63,07/05/2022 11:10,07/05/2022 12:06
MachineA012,8b1208df-1e6d-4286-92a1-22538d49dba7,07/05/2022 11:04,07/05/2022 11:04
MachineA012,c2e2bb0f-2a22-43c8-a85e-1d20dde66983,07/05/2022 11:19,07/05/2022 11:19
MachineA012,2c6bdf0f-b528-47ae-b6ef-fce6d54828a0,07/05/2022 10:49,07/05/2022 10:49
MachineA012,46a9fba9-780f-48be-b9ac-c46cbd3677c3,07/05/2022 10:34,07/05/2022 10:34
MachineA012,b3b67d17-413d-47ef-ab51-372c6c59f60e,07/05/2022 10:19,07/05/2022 10:19
MachineA012,3dededca-287e-441d-ba7a-95c040c9ebc5,07/05/2022 11:34,07/05/2022 11:34
MachineA012,b6fc1f3e-a995-4504-bf8e-2e88bb0eef74,07/05/2022 12:04,07/05/2022 12:04
MachineA012,015b6547-103f-428a-8d5f-3dee3ce6c36a,07/05/2022 12:19,07/05/2022 12:19
MachineA012,d695cca5-f4ff-4ebe-859e-6ec69eb228c3,07/05/2022 11:49,07/05/2022 11:49
MachineA012,15b33822-b865-4497-a394-35ec2acbc8fc,07/05/2022 12:34,07/05/2022 12:34
MachineA012,4eb0e1ec-e57a-42ad-820c-a9a1a3144a5b,07/05/2022 14:04,07/05/2022 14:04
MachineA012,4ce4a2f2-5384-4731-b10e-dd6992e0e6e9,07/05/2022 14:19,07/05/2022 14:19
MachineA012,a990fdf1-e237-48a1-90ce-c520a010894f,07/05/2022 13:49,07/05/2022 13:49
MachineA012,c9b9c47c-5fa1-4722-943e-f8b1a42b944a,07/05/2022 13:34,07/05/2022 13:34
MachineA012,dceeecbc-b63a-4104-928d-5461d8519415,07/05/2022 13:19,07/05/2022 13:19
MachineA012,7f6031da-220e-43a4-a28d-ac7f1a56754e,07/05/2022 13:04,07/05/2022 13:04
MachineA012,f4789a42-291e-42c5-b833-14c17b2fe9f9,07/05/2022 12:49,07/05/2022 12:49
MachineA012,e03db1d6-b389-4f33-a50e-42ebf483f9a8,07/05/2022 05:04,07/05/2022 05:04
MachineA012,9948f6ec-e23f-4ea8-98fb-151ff5fe93c2,07/05/2022 05:34,07/05/2022 05:34
MachineA012,cd569f23-d05b-4c6c-99dd-f2bc00231e18,07/05/2022 05:19,07/05/2022 05:19
MachineA012,49b4cddd-46b0-4e5b-a674-38d58fda604b,07/05/2022 05:49,07/05/2022 05:49
MachineA012,d258f96b-f002-4ee0-8941-9a36459d8750,07/05/2022 06:04,07/05/2022 06:04
MachineA012,dfa81ed1-2560-47eb-bc1e-a170d2a92112,07/05/2022 06:34,07/05/2022 06:34
MachineA012,c388dd24-8eef-4577-adca-4719317babba,07/05/2022 06:19,07/05/2022 06:19
MachineA012,e7faf6bf-4a8b-48ea-807b-ba8f0420466f,07/05/2022 06:49,07/05/2022 06:49
MachineA012,29c9299f-091c-49ea-9365-e80ee5ba47f5,07/05/2022 07:19,07/05/2022 07:19
MachineA012,5c93c8a4-e8a6-437f-b955-c9d881c7acd6,07/05/2022 07:04,07/05/2022 07:04
MachineA012,71069aff-8020-4126-a967-2bc52f86c148,07/05/2022 07:34,07/05/2022 07:34
MachineA012,ae5c788a-f2ba-47a3-91b3-56cf7eae87cd,07/05/2022 09:49,07/05/2022 09:49
MachineA012,d842b410-eeac-4728-a53e-e2f73234c08b,07/05/2022 10:04,07/05/2022 10:04
MachineA012,ed5ae892-70e0-4eb6-b8b2-733864c4b3ef,07/05/2022 09:34,07/05/2022 09:34
MachineA012,0a7989e0-1582-434f-b455-844cb690dc5c,07/05/2022 09:19,07/05/2022 09:19
MachineA012,bdc034bf-c8a4-49a9-a531-64dd52f24cbb,07/05/2022 09:04,07/05/2022 09:04
MachineA012,b52200bf-9638-4dbe-a2b9-257721543fee,07/05/2022 08:04,07/05/2022 08:04
MachineA012,c783a4f1-7fb9-498b-8ec7-9865ccf4a6f9,07/05/2022 07:49,07/05/2022 07:49
MachineA012,8a62dc5a-afb3-4679-b865-11ecb7bab895,07/05/2022 08:34,07/05/2022 08:34
MachineA012,0860cfdb-4880-49b9-93e5-3233d0562ab5,07/05/2022 08:19,07/05/2022 08:19
MachineA012,c7af3886-41ba-4e92-a4fa-560adea484df,07/05/2022 08:49,07/05/2022 08:49
MachineA012,9cc2fe82-ff42-40fd-8ace-5e5763e1172d,07/05/2022 08:37,07/05/2022 08:39
MachineA012,af6f2ffa-11f7-4e8d-9909-078099d6b07f,07/05/2022 08:52,07/05/2022 08:54
MachineA012,b135cad9-7b11-468d-907c-c4767dc9a921,07/05/2022 08:22,07/05/2022 08:24
MachineA012,3c2077a2-15bb-4089-bd79-f5694797c06e,07/05/2022 07:52,07/05/2022 07:54
MachineA012,8a726490-c849-44c2-baab-f956e9d6fc21,07/05/2022 08:07,07/05/2022 08:09
MachineA012,fe0067cf-5183-4d85-936e-4c60641c4e86,07/05/2022 09:22,07/05/2022 09:24
MachineA012,ab8dcff9-997e-433e-a5e1-25791750527f,07/05/2022 09:07,07/05/2022 09:09
MachineA012,5352bd1a-e81b-4a25-bca1-a8b4588d8978,07/05/2022 09:52,07/05/2022 09:54
MachineA012,084216e4-d84b-4069-8853-69faccc9a4eb,07/05/2022 10:07,07/05/2022 10:09
MachineA012,61be43d7-ded0-42c4-a4fa-d052067375f4,07/05/2022 07:37,07/05/2022 07:39
MachineA012,3464cc2e-334b-4032-8989-c934b0e9885c,07/05/2022 09:37,07/05/2022 09:39
MachineA012,ea4e0399-355b-4f5b-8a85-e346e27ed0ad,07/05/2022 07:07,07/05/2022 07:09
MachineA012,e7e66650-f679-4bf8-acec-235993b4c195,07/05/2022 07:22,07/05/2022 07:24
MachineA012,204b093d-5e35-4bd4-a8a9-508ef364466e,07/05/2022 06:52,07/05/2022 06:54
MachineA012,5c968b61-f6a2-4e50-9b83-4e802c91373c,07/05/2022 06:22,07/05/2022 06:24
MachineA012,59c1fe16-7b51-4da8-807c-4d712e5bb15b,07/05/2022 06:37,07/05/2022 06:39
MachineA012,b6462daa-c517-41d2-b1ca-e43ca2da9047,07/05/2022 05:52,07/05/2022 05:54
MachineA012,714715e5-78cd-45f4-bf98-8302190e0cfc,07/05/2022 06:07,07/05/2022 06:09
MachineA012,8598d24b-9a60-4a0b-9768-7e21455e9842,07/05/2022 05:22,07/05/2022 05:24
MachineA012,ebcba034-e3ed-4e52-9166-0a081533f9e8,07/05/2022 05:37,07/05/2022 05:39
MachineA012,10cce947-2eab-478e-b1fe-367c0e0e317a,07/05/2022 12:52,07/05/2022 12:54
MachineA012,1bbf3e6f-4d9d-4fe6-8723-ea1aa42a3051,07/05/2022 05:07,07/05/2022 05:09
MachineA012,36e3a222-6dc0-4b7b-a18c-3a93ba25fcb1,07/05/2022 13:22,07/05/2022 13:24
MachineA012,e96e63ac-ead2-453a-b2fe-37ba963d0dd0,07/05/2022 13:37,07/05/2022 13:39
MachineA012,6520e50c-64a2-4a3c-b4c2-5b014806d73a,07/05/2022 13:07,07/05/2022 13:09
MachineA012,d983da7e-9716-44fe-864b-74942a5c9655,07/05/2022 13:52,07/05/2022 13:54
MachineA012,db197e8c-d7e4-4ae0-81b6-450dacf7f07a,07/05/2022 14:22,07/05/2022 14:24
MachineA012,e1b73535-77a6-4668-8680-bc2b629379c9,07/05/2022 14:07,07/05/2022 14:09
MachineA012,96013508-04b0-4687-a2cd-4e859efbd60b,07/05/2022 11:52,07/05/2022 11:54
MachineA012,9683de66-f8c2-4474-8b40-63abe5cd1cc0,07/05/2022 12:22,07/05/2022 12:24
MachineA012,6e41fd30-2be0-41d8-9884-7e7c68bd09e2,07/05/2022 12:07,07/05/2022 12:09
MachineA012,6cfede5f-d475-4a7b-84a3-19b48f019430,07/05/2022 12:37,07/05/2022 12:39
MachineA012,c68efb00-ed65-4561-9177-c7a99540d8c9,07/05/2022 11:37,07/05/2022 11:39
MachineA012,8ff137c7-0411-4d2a-a1f6-8b5d67b839c3,07/05/2022 10:22,07/05/2022 10:24
MachineA012,28f3300b-841c-422a-a55f-590037d4e4f0,07/05/2022 10:52,07/05/2022 10:54
MachineA012,08c45c8b-2f35-43b4-ba3f-034f7ff381ce,07/05/2022 11:22,07/05/2022 11:24
MachineA012,0f436086-5de7-4a7e-a290-704bef76bb96,07/05/2022 10:37,07/05/2022 10:39
MachineA012,5294bfe0-a345-4718-bb44-65155b59a288,07/05/2022 11:07,07/05/2022 11:09
MachineD001,0504147e-066e-4dd0-9465-4e0d093c8011,07/05/2022 05:00,07/05/2022 05:11
MachineD001,58edaba5-ba66-4009-88e2-bf17db13cba0,07/05/2022 05:30,07/05/2022 05:40
MachineD001,e46099d4-0f80-4042-883d-03f67ad6f0ee,07/05/2022 06:00,07/05/2022 06:17
MachineD001,e0d2d573-fc39-43a1-ab01-2649d1a7ecd7,07/05/2022 06:30,07/05/2022 06:47
MachineD001,28148164-26b6-494b-8884-24ff761d647a,07/05/2022 07:00,07/05/2022 07:19
MachineD001,b4c5c4a4-8751-448e-8dde-f42b03aa88d6,07/05/2022 07:30,07/05/2022 07:42
MachineD001,4ca8de01-f30a-4e85-8da2-e1746bf87cf8,07/05/2022 10:00,07/05/2022 10:12
MachineD001,ec656543-110c-4dcb-a9ca-7de7730f77e5,07/05/2022 09:30,07/05/2022 09:41
MachineD001,3e1453e7-3b14-48bd-8d37-84545c081dff,07/05/2022 09:00,07/05/2022 09:17
MachineD001,5a1a9dd1-cb32-4a57-898d-9970d596709e,07/05/2022 08:00,07/05/2022 08:12
MachineD001,b0195e4f-1382-47b0-a3c6-b7327bfe4ef4,07/05/2022 08:30,07/05/2022 08:40
MachineD001,05c4c70f-facb-46f0-9802-cf4e196581da,07/05/2022 14:00,07/05/2022 14:12
MachineD001,030e8bba-c1f8-44a3-941a-944247d0092a,07/05/2022 13:30,07/05/2022 13:51
MachineD001,98c68741-9cc5-4c51-b3e7-6297824f4951,07/05/2022 13:00,07/05/2022 13:12
MachineD001,7026ede1-7ed4-4ea4-bddb-c0cee1c9386f,07/05/2022 11:30,07/05/2022 11:40
MachineD001,8f654233-1ef9-451d-93af-ff94147e5e82,07/05/2022 12:00,07/05/2022 12:17
MachineD001,86631dd8-54ea-42eb-8ab2-fb12163fdfc8,07/05/2022 12:30,07/05/2022 12:42
MachineD001,a451f310-85df-44fe-8087-c832f5d57e9c,07/05/2022 10:30,07/05/2022 10:42
MachineD001,7ca5f50c-b4eb-4461-be10-6d86a7584964,07/05/2022 11:00,07/05/2022 11:12
MachineA016,7e4196f8-8b75-4d3a-a23a-2e1fc43f2194,07/05/2022 07:00,07/05/2022 07:02
MachineA002,caa92207-8073-4ed7-9984-2d893539f80c,07/05/2022 13:00,07/05/2022 13:02
MachineA002,1b928fdb-768f-4f0e-9bde-e0d243ed389a,07/05/2022 14:00,07/05/2022 14:03
MachineA002,2cc3b577-9791-4788-9e07-1e6d5aaf8f58,07/05/2022 11:00,07/05/2022 11:02
MachineA002,30ad9cdc-f4b5-4b8a-9afb-0f7db93481d8,07/05/2022 07:00,07/05/2022 07:04
MachineA016,08626e44-a456-410b-9242-6ac465392e38,07/05/2022 12:00,07/05/2022 12:01
MachineA002,13bed1d1-6b08-4f83-a8fa-cab45e36acd2,07/05/2022 05:30,07/05/2022 05:30
MachineA002,eba982eb-4ced-4305-bed7-e6fd155360f5,07/05/2022 06:30,07/05/2022 06:30
MachineA002,e7ce9724-f7b8-44c0-9db1-444b83779c58,07/05/2022 07:30,07/05/2022 07:30
MachineA002,8a94239a-fa97-4026-b79f-e335ebc2e9e4,07/05/2022 08:30,07/05/2022 08:30
MachineA002,150e99cc-3be8-4a12-ac0d-7ed751d0c463,07/05/2022 09:30,07/05/2022 09:30
MachineA002,1b619874-e0da-4fe9-9e15-dcbb4d798aa7,07/05/2022 10:30,07/05/2022 10:30
MachineA002,55fc2827-d95c-45d0-b0b2-bfbe5bed9960,07/05/2022 12:30,07/05/2022 12:30
MachineA002,ee9e9707-7930-4e94-892b-3baaea6e9c28,07/05/2022 11:30,07/05/2022 11:30
MachineA002,8be05a25-84f7-4855-ae81-f9ad94c51917,07/05/2022 13:30,07/05/2022 13:30
MachineA022,17db5ef6-1dbf-4028-a35a-e2b66a53140a,07/05/2022 05:50,07/05/2022 05:50
MachineA018,42cbd43e-829d-4d7d-bb34-70cd36d2f4bc,07/05/2022 08:00,07/05/2022 08:01
MachineA018,9c3881ff-7ce3-4266-ad9a-86d63ecf30a4,07/05/2022 11:00,07/05/2022 11:01
MachineA018,4eeab7ff-a90e-477a-9cc4-82bcd53b1068,07/05/2022 08:02,07/05/2022 08:02
MachineA018,fe5d009f-e154-4fb7-ba32-1976e4340b65,07/05/2022 11:02,07/05/2022 11:02
MachineA018,562c44f6-5a69-4066-a7ab-ce17d292305c,07/05/2022 05:02,07/05/2022 05:02
MachineA019,0f01b4c9-7432-4129-8c66-2ebe3149be83,07/05/2022 11:00,07/05/2022 11:04
MachineB001,9f7b8c09-53a4-4a68-a431-efe0dd997c01,07/05/2022 07:30,07/05/2022 07:44
MachineB001,0d714786-ce70-4180-8ccd-a792392468a5,07/05/2022 07:00,07/05/2022 07:17
MachineB001,f657c8a1-a9e2-48f0-a9a9-24b097a55dca,07/05/2022 06:30,07/05/2022 06:49
MachineB001,44ed8e5e-a588-4399-9f14-dd9574dfabdf,07/05/2022 06:00,07/05/2022 06:18
MachineB001,55138a6d-a8d4-47b7-8e32-88092fd57bc2,07/05/2022 05:30,07/05/2022 05:49
MachineB001,8c9de96d-d800-487d-a4ea-b14b9b3cab68,07/05/2022 08:00,07/05/2022 08:26
MachineB001,3b4dc01e-13ab-4001-9336-b7f6da41e930,07/05/2022 08:30,07/05/2022 09:00
MachineB001,7607b10c-4a72-4021-a6ea-bab915f3c313,07/05/2022 09:01,07/05/2022 09:25
MachineB001,3fe753e7-ad1a-474f-8c8f-4a8aba3534de,07/05/2022 09:30,07/05/2022 09:52
MachineB001,5810b6f3-4681-42bf-8957-8a2fe49d670e,07/05/2022 10:00,07/05/2022 10:33
MachineB001,efc7c901-77a0-45f0-819a-aaa2c84fa3cc,07/05/2022 11:00,07/05/2022 11:23
MachineB001,007baed8-f0da-4d4b-8807-6142def93026,07/05/2022 11:30,07/05/2022 11:58
MachineB001,43584e5d-e9e8-4eb7-8479-9486ee6b5716,07/05/2022 10:33,07/05/2022 10:58
MachineB001,cec41519-a5f0-4631-803a-a10ba1282b24,07/05/2022 12:00,07/05/2022 12:32
MachineB001,849a2fb4-3972-485a-b264-f8d7499270d4,07/05/2022 12:33,07/05/2022 12:58
